Name,Location,Date,Review Title,Ratings,UID,Review Text
"
Prateekkakkar,Hyderabad- India,3 May 2017,Awesome place,5,0C632CB81B4C74C093BD4DFDBC49C47F,"Fantastic place to spend your day with your friends & family. Properly maintained/001 a bit crowded as it is one of the most attractive attraction in singapore but you will definitely enjy the rides in the studio. Must try - egypt ride/001 Jurassic park & transformer one
"
Amanda J,Wellington- Wellington- New Zealand,3 May 2017,Leave your expectations at the door ...,4,6F76ADBAD4DFF4EE1C42441DEDE5410B,"This theme park is awesome as long as you do not compare it to the original. It has all the feel of a Universal Studios. Food and drinks are expensive but if you plan for that it won't be a shock. About $6.50 for a bottle of water. I read the Trip Case reviews before going so arrived early on a Wednesday at 09:30am and there were already about 1/001000 people lined up! I was going to tough it out but the heat was too much so I purchased an express pass for $50SGD. It allowed me priority entry well ahead of the big crowd and a maximum wait time of only about 5 mins! I only rode 4 rides because of my timeframe. Transformers/001 Cyclone/001 Battlestar Galactica and The Mummy but it was worth it! It is hot and sticky in the line and some do not have air conditioners only fans going. The express allowed me to bypass the crowds. The staff here are fantastic with queue jumpers. They simply redirected them to the back of the line politely and won't engage in any further conversation with them and usher you forward. Don't forget to pack a hanky or flannel for the sweat. I will definitely be back again for a full day.
"
Cherrie T,None,3 May 2017,One day is not enough is didn't buy the express pass.,3,CFE510273950D11EB9DD2232ECBB8C10,"Is exciting to go but not the walking made us tired/001 is the queuing for turns. However/001 the express pass is so so so expensive. I bought one in the end but also didn't go and try all the rides. The timing for shows should have more frequency. As the tickets are really very expensive/001 if compare with the zoo and bird parks. The foods in the restaurants is even more expensive/001 compare with the hotel which I stayed in Sentosa and they didn't taste so great either. Also/001 always hard to find a table in the restaurants.
"
kadbatay,Nueva Ecija Province- Philippines,3 May 2017,Quite great,3,74CA32E2E9E19DA3AECACD0FB70496C2,"It is really a fun place to visit. Rides are very enjoyable. Lines take about 30 minutes to ride. The foods are REALLY EXPENSIVE. 6 dollars for a small coke drink? Come on. Not much exciting rides for older people because most rides are just exciting enough for kids. Tip: Bring drinking bottles because there are a lot of water refilling stations everywhere.
"
itsmeyannickbonn,Ninh Binh Province- Vietnam,3 May 2017,Great place but...,5,8DD872820C26A45A4613E37653A43743,"Do not ever visit these place on weekends or during public holidays if you don't like being on a very crowded place. Aside from that/001 the place is amazing though quite expensive.
"
Zhaffi,Singapore- Singapore,3 May 2017,Wonderful place for the old and young,5,E9944101BBDD900BEC0925C95047A530,"I was skeptical about USS at first even though I am local Singaporean and USS was only 30mins drive from home. It was my son's 2nd Birthday and my wife plan a trip to USS. It was an enjoyable place for the young and old and I was very suprised at how all the events/001 shows and rides are well planned out. It was a hectic day out bit it would be best if anyone visiting USS to reserve 2 days as 1 day will be very rushing to sit on all rides.
"

Name , Location , Date , Review Title , Ratings , UID ," Review Text
"
Hazarina Z,None,3 May 2017,Please avoid to visit USS during public holiday.,3,B97990727A6763AEC4FD04FBA27F6585,"- Over crowded place. Most rides that had public attraction has longer waiting queue. Please purchase the Express Pass if you want to enjoy the rides with minimum waiting time.- Food was quite OK/001 had lunch at the restaurant near the Madagascar area. - Due to the gloomy weather towards the evening/001 most of the rides has stopped including the parade at the Hollywood lane.- I am aggrieved of the condition of the prayer room; which is located at the back and only can accommodate 5 persons at one time (in each male and female room). Perhaps the Management can allocate a dedicated area which is more comfortable for the Muslims to pray.
"
730matthew,Sydney- Australia,3 May 2017,over crowded,3,702DCFB52F12F9D295F6ACDD2B7F1851,"we visited the universal studio/001 it was over crowded/001 it took 2 hours to queue for the transformer ride ( 4 min ride)...
"
Manu S,Kochi (Cochin)- India,2 May 2017,Great place to spend a day in Singapore,4,C068712DC3CE593F25C7D33B628F358E,"This place offers many activities/rides with a theme that resembles some of the hollywood movies. You will never be bored on any of the rides. There are plenty of Food and beverages outlets inside the vicinity and hence one doesn't have to go out to get a snack or so.Everyone from a kid to a 60-70 year old will definitely enjoy this place
"
Kurt S,None,2 May 2017,Fantastic day,5,2E27B3F529E94D3115CFB3027B28476D,"Had an awsome time with my mates here. Stayed for 8 hrs/001 downfall is waiting on some of the rides bt is a must do
"
pkj71,Bengaluru- India,2 May 2017,Over-crowded  waste of time and money,1,4A6FB9E686E7A9D686706A9C61784079,"They have no limit on number of tickets they will sell on a day and the place gets over-crowded during holiday season or weekends. Each ride takes 60-90 minutes in never ending queues in Singapore hot weather and for a mere 2-3 minute ride. The entire amusement park is too small and over-hyped. The children below 10 years cannot enter so many rides. If you are still keen to visit the place/001 enter through single rider queues. Though you miss the fun of being together with your family and friends but the same is worth as the waiting time is reduced to 5-10 minutes as against normal 60-90 minutes.
"
Marwa T,None,2 May 2017,Amazing,5,88B7F8037078BC222929C1176146B6F7,"The most worthy and amazing place to visit in Singapore..if you have one day there and you don't know where to go then go to Unoversalstudios for sureIf you're a tourist /001then buy express pass from the start before wasting a time in waiting lines
"
Kim M,Logan City- Australia,2 May 2017,Transformer 3D ride and Cylon Ride are the best,3,6525C5834D59EC4E8EC7585843A27F86,"Firstly to be fair we live near all the theme parks on the Gold Coast in QLD Australia and because we go to these on a regular basis we couldn't help but compare USS to these. My husband and I both agree that it pales in comparison to what we are use to getting from our theme parks here in Australia. We found that there were only really 4 rides for adults (the two dualing roller coasters/001 transformers 3D ride and the mummy ride) and that the rest are all kid rides. These four rides were great but after riding them/001 and then watching the waterworld show there was nothing left for us to do there. There was excessive amounts of stores and restaurants and plenty of kids rides/001 so would be better for families I imagine. Also I wouldn't even attempt to do USS without buying the express pass. The lines were ridiculously long and we were thankful we spent the extra money. The Cylon ride was pretty much always at around an hour long. Getting into the park itself was also a joke we got there at bang on opening and waited for 40minutes in line just to get in and we went on a weekday. Overall we had a good day but we only spent four hours there all up and paid just over a hundred dollars each for the tickets and express pass/001 so it was an expensive four hours.
"
Dave W,None,2 May 2017,Disappoint ,2,2F42A7B8C17A45C9004C9B9FFFBD5D3D,"Great looking place but don't be fooled buy the repressive price of food and beverage all it poured rain which everyone had to pay 5dollars each for ponchos very small compared to America overcrowding 20 dollars maximum day for lockers even express pass was not what it seemed to help when told we have to wait 30 minutes for ride only gave 2stars because it was nice to look at this adventure was a waste of time and money have been to other universal parks and this is a poor rip off of original certainly will recommend to all l know how bad this experience was totally devastated to come so far for this
"
RajeevManiar,Vadodara- India,2 May 2017,Universal Studios make Singapore Amazing,5,C724828EE774B19F40975807415A8465,"A must see... Never to miss - A complete family and friends destination. Rides/001 Foods/001 Dance/001 Road shows/001 Shopping - You think it at they have it. Take a map - probably a day earlier so you can plan the rides you would like. Start the day as early as possible so you get more time to spend at the Universal studios. Great Adventure - never to be missed. Children above 7 will enjoy a lot.
"
shuv2013,Calcutta- West Bengal- India,2 May 2017,Back to the Childhood...,5,7E94B5B0EBCFB41A93DC5E9DE22627E7,"I have visited this place on 27th April'17 and still excited remembering the super duper time I have spent there with my wife. I must say its the best Amusement Park among the parks I have visited yet. If you don't have health related problem/001 may enjoy the rides like Battlefield Galactica/001 Transformer and Mummy's Revenge. A perfect place for memorable photo shoots. Shows are excellent. Carnival only on Saturdays. Ticket is only SGD 76.00 and worth paying this much amount. Restaurants in Universal studio are expensive. Rather purchase food from outside before you enter.
"
saruwhite,Hong Kong- China,1 May 2017,Nice place to spend the day,4,7F34255A6BCA24823B2E1F083AEBE626,"Some attractions are different from the one in Japan/001 so they are new to us. Lots of roller coasters in the park! If you are looking for excitement/001 there you go! Prepare to get wet unexpectedly in some attractions too. Went on a Sunday and not too many people/001 which is good. We got the express pass and the longest wait was just 15 min. Most attractions you can get on it within 5 min/001 which saved us lots of time. Recommend getting one/001 which is SGD50 for one ride each/001 or SGD80 for unlimited rides. Last but not least/001 the minions and sesame street characters are sooooo cute!!
"
dtkreddy,chittoor,1 May 2017,Enjoyable with lot of joy,5,F60A92C9E0F758E711E03E5802C611A6,"Oh what an experience. Very nice. No words to tell. Just Enjoy. U will become a small kid. must must visit this.
"
firemanwal,None,1 May 2017,Disappointing,3,B1CE3C5A76581D158DF37542342F39CF,"Probably expected more/001 as in maybe a museum or history of Universal. Mainly it was rides for popular movies and hundreds of souvenir shops. But in saying so/001 it was good for the kids as they could identify the characters and the associated movies. You also have to line up for at least an hour to get in.
"
KateSydney,Epping- Australia,1 May 2017,A fun  fun day,5,3E417CD57D7DD0282D59987BF5F5ECDB,"What a great day we had at Universal Studios. Our large extended family (8 adults/001 7 children/001 ages ranging from 3 to 65!) all enjoyed it immensely. The rides were so much fun and the Waterworld Show was really good. There are not a lot of rides for little kids but they enjoyed those they could go on. Those of us who liked the more exciting rides were in their element! We arrived around 9.45 and left at 5.15. A TIP: The express pass is a MUST! Yes/001 it does make the day rather expensive but we did not have to wait for more than 5 mins for any of the rides. The waiting time for some of the rides was 80 mins. By having the express pass we were able to go on all the rides and everyone was happy! We bought the express pass which gave you one turn on each ride - there really is not enough time to do each ride more than once. This cost was $50 as we went on a Saturday/001 if you visit on weekdays it is $30. Such a great place to visit.
"
wozcor,Melbourne- Australia,1 May 2017,A great afternoon out at Sentosa,3,EC693A081B12C3EEDC4AF431BAE56022,"Cue times were around 45 mins so just make sure you purchase the express pass to get on rides faster.
"
Stuart C,England- United Kingdom,30 April 2017,Excellent Visit,5,790BE3B77A4DAEB9467EBD4F9039B4F4,"My Family & I visited Universal Singapore for one day in April.What a great Park/001 certainly not as big as Universal in California or Florida however still a great day out.The ride Queues were 20 minutes maximum all day/001 this allowed us to ride all of the attractions during the day.Top Rides to go on - Jurassic Park.The Mummy.Battlestar Galactica (Cylon)Transformers 4D.Shrek 4D.Special effects stage.Waterworld Show.Plenty of souvenir shops/001 food stalls and restaurants both inside and outside the park.Great day out highly recommend/001 Pre book your ticket on the internet to gain a cheeper price.
"
MM0311,Mumbai,30 April 2017,Super fun! ,5,64FAEA9939E7C68A5893A7D0FE0A7AEA,"Universal studios is super duper fun/001 and a must visit in Singapore! You can take the free internal train in Sentosa to reach it. Go for the famous and in demand transformers ride and you will have the time of your life - you will definitely want to sit on it more than once! The other roller coasters in the ""science"" section made me queasy so i won't recommend them if you get sick on such rides/001 but Transformers is a must do. After this section/001 which is at the beginning of the park/001 take the time to visit each section and see what you would enjoy. Universal has a lot to offer/001 and reach early so you can spend the entire day here and do justice to this fun place. The pizza place here is really good/001 even for vegetarians/001 and you will get good ice-cream to beat the hot weather. If you travel with kids/001 they will enjoy the Puss in Boots and Madagascar shows that are in the evening/001and the 3D movie. Take the time out to take pictures with all the cartoon characters that hang out with you in the evening/001 they are fun to look at later :). In a nutshell/001 Universal Studios is a must visit in Singapore - make sure you reach early and you spend the day here!
"
Targarian,None,30 April 2017,Worth to Visit,5,3EBA2958261E724EE14362A1A4365D88,"I have been there for 2 times in one week. Both the times I enjoyed each of the segment immensenly. Its amazing and a treat for kids up to age 15.
"
Manish B,None,30 April 2017,Rain spoils Hollywood parade,4,5DBEB03AFDCF114742727C3EB9A6E6B7,"I visited USS on 14th Apr with my family/001 which was a public holiday in Singapore and therefore couple of extra events were scheduled i.e. Hollywood parade at 3;00 pm and Fireworks at 8:30pm. However/001 due to rains/001 the hollywood parade was cancelled. There was a huge rush in all the places - minimum 30 mts waiting for few rides we waited for over 90 minutes. The long queue for Transformer ride ran into multiple halls and two levels/001 which reminded us about the queue at Shirdi temple. There are no pure vegetarian eating joint inside USS and looks like a good business opportunity for Kailash Parbat/001 Anand Bhawan/001 etc Despite above issues/001 we had a great time and memorable trip. The most interesting rides were Jurassic park/001 Transformer/001 Madagascar/001 Speilberg show.
"
WheresDuke,Sydney- Australia,30 April 2017,Excellent fun park on Sentosa Island,5,FA421A7469B07CB0050D55AEC8165096,"We visited Universal Studios as one of the predetermined ""Must-Dos"" during our 5 night stay in Singapore and we weren't disappointed. We pre-purchased our tickets (recommended) prior to getting to the park/001 so avoided the box office queue. We also purchased our VIP pass for the rides inside the park (definitely recommended) which gave us access to walk up starts to all rides/001 rather than queuing for 40 odd minutes. We loved our time there; some highlights: the Madagascar ride/001 the Sesame Street show and spaghetti ride/001 the awesome Transformers ride/001 the Mummy ride/001 the rollercoaster/001 the water fountain park in Jurassic Park. The choice of food was actually really good for a fun park/001 and you can get a beer if you want.We will be back.
"
Ryan B,Dubai- Dubai- United Arab Emirates,29 April 2017,Fun,5,AE5CC166731D5239E805C334B7D7428F,"My enjoyed some of the rides. We couldn't go to other place coz of the weather/001 it's too hot and too difficult for family who have childrens below 1 year old. I carried my 1 year old daughter throughout the place
"
Jillian L,Perth- Australia,28 April 2017,Better for younger families,4,F37C3554F24535E560868B1A1AB916D5,"Went with teenage son (for second time first was in 2011). The best rides for excitement were Transformers (new)/001 Cylon and Mummy. Other rides really for younger kids/families. Went before 10.00 (gates opened at 9.50 and took 20 mins to get in). Recommend staying in a close hotel/001 so when queues really long had a relax at our hotel 3-5.00pm. Went back and the lines so much shorter/001 stayed doing roller coasters until 7.00pm close. Had lots of fun but for the teenager go somewhere else with a lot more thrills.
"
Chris H,None,28 April 2017,Fun Family Day  but expect things to be expensive!,3,D57B8986F4AB93910A1795980CCB3F0A,"There's no need to explain what Universal Studios is... you probably already know!There are heaps of great rides/001 fantastic shows and other entertainment. My family absolutely loved going there! It is a quality park.We attended mid week in the middle of April/001 so thought it'd be a bit quiet... Ques were fairly reasonable/001 however for some rides we waited upwards of an hour even when the advisory signs suggested 30mins... i'd hate to imagine wait times in peak season!If your children are over 1.2m tall/001 they'll be able to go on every ride in the park! This thrilled my 7 year old son!Tip for buying your tickets... Head into China Town to the Peoples Palace Shopping mall (Big Old Green Building) head upstairs to the travel agencies and buy your tickets through them. It'll cost a lot less than buying at the gate. Just check for online deals first to give some slight negotiating power!Just beware/001 when you're in the park expect to pay close to four times the price for food and drinks as you would elsewhere in Singapore/001 It is after all on Sentosa!
"
RachelM087,Oxford,27 April 2017,Good day out,4,E06A5122EA93831A97DC873EDF4BD9B6,"The park was clean and the attractions were good. Not really comparable to the parks in the USA/001 but still a good day out.We had a lot of rain in the afternoon/001 which meant the outdoor rides were closed. If you get there early & the weather is good then I would advise you go on those rides first.
"
ramsdesk,Bangalore,27 April 2017,Ok - Not the best,3,1CB66772E946B9B8C15575B2FF605BE9,"Lots of hype about Universal Studios in Singapore. This is just not in comparison with the original at LA but this is decent enough for the space-crunched Singapore and attractive enough for the locals and visitors alike. No comparison/001 please. Notable rides which I enjoyed were the Transformers and Egypt one.. rest were ok but if you are with kids/001 they will enjoy every single ride and attraction. You will need one full day at this place. Try to buy tickets online at several third party sites where you may get discounts on meal vouchers or shopping vouchers (watch out for riders/fine prints).
"
Byron O,St. Ives- Australia,27 April 2017,Lots of fun!,5,130C93316F72AB9725A5E4BAE308345B,"My wife and I spent 2 days at Universal Studios Singapore. It was a great time. We have already been to Universal Studios in Los Angeles and Orlando. Although not quite as big/001 there was still plenty to do in 2 days. We took someone's advice from Trip Advisor and bought the 6 month pass with fast entry also. It is cheaper than buying 2 separate one day passes (there are no 2 days passes - only one day and then 6 months). We also got 10% discount on all F&B in Universal plus on any other purchases. It was worth paying for the fast pass otherwise the most popular rides you could be waiting for up to one hour to get on. We only had to wait a maximum of 5 minutes! I highly recommend Universal Studios/001 Singapore as a a great theme park that is well run.
"
qwertylinda,Melbourne- Australia,27 April 2017,Fun Day,4,4ACF2B9E54E3AA9AEF9D6A6B6FBD73B0,"Had a fantastic day at Universal Studios! It did not disappoint. The rides were great/001 The Transformer & Cylon were the best. We ended up buying the express pass which added an extra $50 onto the cost of entry; however it paid off for us on the day. Keeping in mind we went at off peak season. Easy to get the train there. As expected the food & beverages can get a little pricey/001 after all it is a theme park. Worth the $$/001 had a blast☺️
"
santoshbh,Bengaluru- India,27 April 2017,Good for one full day,4,355287E4CC5801758A7EFBAA784B31F0,"Happening place in Sentosa. you need almost one full day for USS. if you start in time at 10 am/001 you need time till 6 pm for it. if you are visiting on weekends or public holidays/001 with young kids then strongly suggest taking express pass. Keep track of the different shows/events which happens in different places inside USS. Better to start at 10 am so that you have little less crowd. One major sour about the place was no options of Vegetarian food at all. We hardly found one place selling Veggie food. Probably something for the management to look out for. Better to buy the tickets online to beat the queue. Also if you are in hotels where they provide handy phones/001 then booking from it will also give discounts.
"
VikramBopanna,Bangalore- Karnataka- India,27 April 2017,A day of enthralling entertainment!,5,679BA5C0CAE1E449DF6935627E0CAF79,"A place not to be missed! Universal Studios is so entertaining that in fact a full day is not sufficient to explore all that it has to offer!
"
Nasim R,None,27 April 2017,Fabulous experience ,5,EEF312BE3703CCD423E04F249FEDF491,"It's a wonderful place to spend a whole day. Although the ticket price is high/001 it will not waste your money-will give you a different experience. Many items to explore & entertainment. Please keep rain coat/ umbrella to avoid raining; however you can buy also inside the park.
"
itspji,Auckland,27 April 2017,Great fun,5,3AFAB6275770C3C4AE8C2EE96BD469D0,"You can do this in a day as it is a small park compared to the USA/001 but we are already planning what we will do on our next visit. Staff are great and there is a lot to do. Go early for the popular rides or enjoy the queues. Book online with MasterCard far the best discounts currently and 10% discount at the outlets with MasterCard over $sg20
"
Prapaiporn W,None,26 April 2017,Jewkid,1,D747C052F5D2C739723703FDEAF5C7FB,"Waste of time at universal. Really bad. Bad infrastructure. Pay high cost ticket but can't play anything because it has very long queue. The staffs always shout customer/001 not polite.
"
KARTINI S,Perak- Malaysia,26 April 2017,Muslim trip :UNIVERSAL STUDIO SINGAPORE,5,DD09CD0E25C2A0186DAB193DC1506846,"Our family adores theme parks. We have always enjoyed attractions offered..USS has many roller coaster which test you to the limit especially the high speed Cyclon vs Human. My son and husband really enjoyed themselves on these rides whilst my daughter and I enjoyed street performance by Rockafella and a few others. At the faraway land/001 we enjoyed the 4D movie. Amenities wise easy access to halal food/001 transportation and prayer hall. Thumbs up!!
"
salbern,Kaiapoi- New Zealand,26 April 2017,Use the single rider lanes,5,613FDEB57846D58896BFAD5C7C18ED42,"We learnt very quickly to take advantage of the single rider lanes - these generally move faster than the group lines but it means you may not do the ride with your friends/family as you are mainly gap fillers.
"
msb444,Manila- Philippines,26 April 2017,The Cylon,5,751BAE554B10183F8EBFB3B2F1E336F8,"I love roller coasters. The best ride for me was the Cylon/001 one of the Battlestar Galactica rides. It is a 2 seater ride with your feet dangling in the air. The first drop is scream worthy. I went on a weekday and was at the entrance 15 min before opening and got on almost all the rides in less than 5 minutes. We were able to ride all the man attractions except for the Jurassic park rapids adventure. Made the mistake of reserving it for last and had to wait for an hour. Unfortunately/001 the ride was cancelled due to inclement weather (lightning). It's pretty pricey but worth it if you can get on all or at least most of the main attractions. Sing$76/001 express additional $30. If you don't mind riding alone/001 take the single rider. Its free. The park is clean. Most people seem to come in the late afternoon when it is not too hot. Be sure to bring water/001 a hat and wear sunblock. It is hot.
"
Cary15,Auckland- New Zealand,26 April 2017,Universal Singapore what they don't highlight to tell you,2,791563CB93C9DEE2806F76E423DB2D7D,"I had great expectations of a family trip to Universal Studios in Singapore but what a let down not only for the price but also some of the staff. What they don't highlight before you spend your money to go into the park is any heavy rain / thunder then lightning they stop the rides/001 yes it is a safety risk and I understand that but when they don't have many thrilling rides which are inside and you have a teenager/001 then this is not the park for you. We had paid extra for a fast pass. I know you can't control the weather but you can control notices to inform people so they can pick a better day to visit/001 being given an umbrella from guest services is not the answer or go to the shows that was suggested as well!
"
Essack M,Johannesburg- South Africa,26 April 2017,Can get busy,4,B41C8219C674A8FD63FBFAC9ED328E05,"The theme park has great rides. The problem will be the queues- so if you can afford/001 get a fast pass.Food on the resort is not too badly priced. All in all/001 it was a fun experience.
"
Abataa,Tehran,25 April 2017,Amazing !,5,C59812F8B45DFC81CE41BCDBEA568E93,"It is a wonderful experience. Don't miss it !The most exciting game is the fast train. There are two/001 both of them are perfect. Go there in a working day if you can/001 to avoid crowded line of waiting for each game. There is a 3D cinema there/001 it's so interesting.
"
Gamemita G,None,25 April 2017,Exciting.,5,1E8AEF39C793D0B3368C8970004E9E40,"Hello Universal Studio - Singapore.I liked for all of there. i appreciate for transformer experience is so great and so exciting. And the roller coasters for Human VS Cylon. I played for human is so exciting but i can't to play for Cylon because i haven't time to wait. If you want to playing all/001 i will suggest you to pay express when you booking the ticket for entrance there.
"
Ellie_Buffy_Beer,Ballarat- Australia,25 April 2017,Fun for all ages ,4,0CE8A2591E6E8A986301C57878E20D68,"Love Universal all over the world & Singapore does it well. Rides were exciting and fun/001 queues weren't too long early and the option for buying the express pass is a great add on. The park is clean/001 especially the toilets and the food and beverage options are good.
"
SharathMK,Bangalore,25 April 2017,Awesome experience,5,F75A970709FEA1371AA02E135DDBA804,"Very well maintained and organised/001 the attractions were awesome/001 suggest you to wear light clothes (short and Tshirt are best) with a good walking shoes/001 wait time is too much (thanks to the overwhelming number of tourists on weekends)/001 best avoid weekends and public holidays. As much as you may be tempted to take photos/001 keep that for the end/001 focus on finishing as many rides as possible it takes seconds for a queue to fill up and hours for it to clear up.Recommended rides > Transformers : Please please please do not miss this one/001 the experience is totally out of the world/001 though it is a short ride/001 it will leave you literally on the edge of your seats.> Madagascar : slow ride but totally worth it/001 the whole of the first Madagascar movie is recreated as an awesome exprience> Galactica : Not for the faint of heart/001 this ride provides great adrenaline rush/001 you will go all over the place even after you have stepped out of the ride :)> Jurassic World : It took us 1.5 hrs standing in the queue to finally sit on this ride/001 but the wait was worth it/001 especially once the rough part starts/001 great experience.> Far Far away (Shrek) : this is a good one as well/001 lord farquaad tries his best to torture you/001 its quite funny actually.> Revenge of the Mummy : i missed this one and i regret it/001 have heard great reviews of this one/001 but if you have a kid that doesn't match the required height then you will not be allowed/001 this is the reason we couldn't take this ride (though we could have taken turns/001 but it would have taken a lot of time)> Water World : slightly cheesy/001 but the actors put a lot of effort into this one which makes it really great/001 no special effects what so ever/001 hats off to the energy of these artists.Overall as i said/001 keep calm and complete all the rides first/001 it would do really good if you go early morning/001 the place opens at 10:00/001 so best be there by 9:30/001 get inside/001 take the first right and complete Transformers :) .. you surely wouldn't want to miss this one
"
VOK1976,Melbourne- Australia,25 April 2017,Great place for families ,5,65A1507CDDBEFD1D1CAB870F84B6A0B3,"Great place for a family to visit with exciting rides. Recommend buying a 6 mth pass if you intend visiting for more than one day. Express pass is a must.
"
Ruffa C,None,25 April 2017,A magical experience!,5,F84C8967D9FBE656EFA1ADAB73DDE6E9,"It's like you were kid playing in the huge playground. Plenty of amusement around. For you not to queue too much/001 buy the fast lane card for SGD30.00 so you don't need to wait for a long queue.
"
HiddenWorldsMx,Vancouver- Washington,25 April 2017,What to say?,4,D89F6AE80E5DD2E49CE0898DFEE86CA2,"They are always doing a great job. The place is crowded- the lines are long but worth it. The food is good park food. Anyplace in the world/001 universal studios does a great job!
"
5Mharbi,Saudi Arabia,25 April 2017,5Mharbi,5,D3E55EC958E4B2E48DCCAE9C30C52342,"Nice experience enjoyable moments good attractions we have great time and fun the time waiting is comparable to other attractions in the world
"
Luke C,None,25 April 2017,Must Visit,5,457E8BF1041A2654644942314DA09B8B,"If you're in Singapore/001 Universal is a must do!Do yourself a favour and purchase the express pass for an extra $50/001 you skip the cues and makes for a much better day.One of the best experiences of my life.
"
Aditi M,None,25 April 2017,Cool way to spend a day,4,C51122F1145ACC3E6F0D8644B5DB1523,"A great way to spend a day if you are a movie buff and love rides and shows. Great shows from transformers/001 water world. the mummy and Jurassic park. Fun parade and dancers with all kinds of movie memorabilia including how a movie is made. Great for kids too with Madagascar/001 Shrek/001 Sesame Street.Take the express tickets if possible as else the long lines can be a blooper.
"
Jeremy F,Cwmbran- United Kingdom,25 April 2017,A good day out at universal Studio's,4,08BAF1BB8C575E459D97080682827013,"A good day had by all. Plenty of rides for all ages. Different themed areas such as Jurassic Park/001 Egypt etc. Some of the Rollercoasters were particularly good and thrilling. Plenty of places to eat including a 50's style American Diner. Film shows and parades. We spent the full day at Universal and there was just enough to keep us entertained. Prices vary depending where you obtain your tickets. You can expect to pay around 75 Sg Dollars on the day although we managed to get them for 60 beforehand. Shop around for the best price. There are other attractions on Sentosa Island but Universal is probably the most popular for tourists. Queue's for the ride's can be very long ( up to an hour) so get there early to get on the best one's. You can get a Fast Pass to all ride's for which you have to pay extra. Well worth a visit if you have children.
"
Silvanus A,Jakarta- Indonesia,24 April 2017,Happy Place,5,934F3F9CCD407DE3D50331A746A7A9D7,"A very good/001 happy/001 and nice themes park. My family very enjoy this place and i think Transformer show is vey good.
"
indianfoodlover2015,Pune- India,24 April 2017,Revisit your childhood,5,3A90DE07A1CA6B516407BE380580C486,"Firstly/001 this review was way overdue because my visit was in May last year. We hit this place during May 2016 and we timed our visit to a little before the local school holidays and therefore we did not have to wait long in queue for almost all the rides. A day is not enough if you intend to make full use of the place. If you are planning only a day visit/001 suggest you do a survey beforehand online and pinpoint the rides and shows you wish to go to. As you enter/001 if you go left/001 you start with Madagascar zone and if you go right/001 you start with Hollywood. Considering that we had a senior citizen and two kids with us/001 we had to be very/001 very selective. Out of the seven zones/001 we could spend time only on four zones and had to miss out on the other three. Most of the rides are fun but some are very intense so do proceed with caution. Almost all zones have restaurants so food is not a worry.
"
Kullacha C,None,24 April 2017,Great fun!!!,5,51CA865AA0D98108B3D412406269B9A9,"I had a great time here. There are many theme parks including Jurassic park/001 ancient Egypt/001 Madagasga/001 Far far away (Shrek). All are well-organized. This place suit for everyone.
"
Thanneer,Singapore- Singapore,24 April 2017,A great place for the family,4,45BF8C00034C4780B4D23EEC674B2CA4,"I have avoided going to the Universal Studios for fear of being overwhelmed by the crowd and for the fact that I'm not keen on roller-coasters. So/001 finally my organization gave free tickets for employees and subsidized tickets for family members/001 we decided to go. I was wrong on both my initial assumptions. We decided to cover USS clockwise so we avoided the crowds and queues. And there were numerous rides and sights that we (and our 2 year old son) enjoyed/001 namely the boat ride at Madagascar/001 the 4D ride at Shrek/001 Transformers and especially Waterworld.
"
Tori S,Sydney- Australia,24 April 2017,Express is the best!,4,81F2CFAC94822F1E3466B702C3354B61,"Look out for cheap tickets online and make sure you pay extra to get the express pass.Get there early (as in/001 before it opens) because queues to enter the park start forming really early.We were at the front so when the gates opened we were first in line for the rides. My tip would be to only use the express pass if the wait for a ride is 10+minutes. Otherwise just line up and use the express pass later in the day when you want to go on the ride for a second time. That's what we did and it meant that we got to go on every ride twice without lining up.My second tip is to make sure you do the Cyclon rollercoaster first (it's the most extreme ride in the park) because the lines are huge later in the day. Even if you have the express pass it is still a 45min wait.Drink plenty of water as some of the lines get really hot and don't wear loose shoes because they make you take them off for some of the rides.
"
Wendy W,Hong Kong- China,23 April 2017,Better than Expected,4,E8BD0C826D550ADE4E4F070707FCABC9,"Much better than expected! It was my first time visiting Universal Studio in Singapore and we had so much fun! There are a good variety of restaurants located inside and outside of the Universal Studio. The shops and restaurants inside are clean and the staffs are quite friendly. We waited for about 30 to 40 minutes for each ride and it wasn't too bad at all. The lines for the rides are quite structured. And they set up normal line/001 express line and single rider line (to fill up empty seats). The new transformer ride (indoor; 4D) is fun! Must try!
"
Raja Joko M,None,23 April 2017,Some People Treated it Like Legoland. Take Picture at Its Landmark without Entering It,4,C3B3ED7D9A21F854CE3655A35D9698E0,"What I mean is... some people came only to take photos near the Globe written Universal on it. What do you call it? Landmark of USS? Whatever. I am one of them. :D we visited on May 2016 and April 2017. Only to take pictures and take a look around/001 without entering it.
"
bkweeks2,Perth,23 April 2017,Loads of fun,5,3017F58D471D6C96E6C0C7AB5DC1D3D4,"Have been to Universal Studios on Sentosa twice now and both times we've had a blast. Big enough to take up a day but not too big that it's overwhelming. Some fantastic rides (smoothest roller coasters I've ever been on). A definite on the ""to do"" list if you plan on visiting Sentosa. Both times we have purchased Unlimited Express Passes. We visited mid week and found it not to be too busy/001 however if you're a thrill seeker and want to hit the more popular rides more than once then I would recommend spending that bit extra on the Express Pass to skip the queues.
"
